antecedent_str,consequent_str,support,confidence,lift,leverage,conviction,antecedent_items,consequent_items,antecedent_len,consequent_len
"Yogurt, Baby Wipes",Water,0.0216,0.4462809917355372,1.1035632832233857,0.0020270400000000043,1.0756358208955226,"['Yogurt', 'Baby Wipes']",['Water'],2,1
Diapers,"Coffee, Sugar",0.0316,0.2025641025641026,1.1032903189765935,0.0029584,1.0237813504823152,['Diapers'],"['Coffee', 'Sugar']",1,2
"Cheese, Croissant",Milk,0.02,0.4545454545454546,1.1032656663724627,0.0018720000000000021,1.0780000000000003,"['Cheese', 'Croissant']",['Milk'],2,1
"Soda, Milk",Tomato Sauce,0.0308,0.2779783393501805,1.103088648215002,0.002878400000000003,1.03598,"['Soda', 'Milk']",['Tomato Sauce'],2,1
"Diapers, Bread",Water,0.0248,0.4460431654676259,1.1029751866162856,0.0023153600000000024,1.0751740259740261,"['Diapers', 'Bread']",['Water'],2,1
Rice,"Bread, Butter",0.0324,0.29670329670329665,1.102166778244044,0.0030033599999999966,1.03910625,['Rice'],"['Bread', 'Butter']",1,2
Bagel,Eggs,0.0264,0.2490566037735849,1.1020203706795793,0.0024439999999999983,1.0307035175879395,['Bagel'],['Eggs'],1,1
"Coffee, Water",Baby Wipes,0.022,0.23404255319148934,1.1018952598469367,0.0020343999999999987,1.0282555555555555,"['Coffee', 'Water']",['Baby Wipes'],2,1
Cookies,Sugar,0.068,0.2838063439065109,1.1017327015004306,0.0062790400000000066,1.036591142191142,['Cookies'],['Sugar'],1,1
Sugar,Cookies,0.068,0.2639751552795031,1.1017327015004303,0.0062790400000000066,1.033117299578059,['Sugar'],['Cookies'],1,1
"Tea, Water",Eggs,0.024,0.24896265560165975,1.101604670803804,0.0022135999999999996,1.0305745856353592,"['Tea', 'Water']",['Eggs'],2,1
"Coffee, Sugar, Milk","Bread, Butter",0.0408,0.29651162790697677,1.101454784201251,0.003758080000000004,1.0388231404958679,"['Coffee', 'Sugar', 'Milk']","['Bread', 'Butter']",3,2
"Coffee, Bread, Butter",Cheese,0.0216,0.30000000000000004,1.101321585903084,0.001987200000000005,1.0394285714285716,"['Coffee', 'Bread', 'Butter']",['Cheese'],3,1
"Eggs, Bread",Cheese,0.0252,0.3,1.1013215859030838,0.0023184000000000017,1.0394285714285716,"['Eggs', 'Bread']",['Cheese'],2,1
"Cheese, Tomato Sauce",Yogurt,0.0304,0.23170731707317072,1.101270518408606,0.002795519999999996,1.0277333333333332,"['Cheese', 'Tomato Sauce']",['Yogurt'],2,1
Rice,Jam,0.0304,0.2783882783882784,1.1012194556498354,0.0027942399999999964,1.0354598984771572,['Rice'],['Jam'],1,1
"Tea, Cookies",Soda,0.0484,0.3025,1.1008005822416302,0.0044319999999999984,1.0397132616487457,"['Tea', 'Cookies']",['Soda'],2,1
"Water, Bread, Butter",Sugar,0.0288,0.28346456692913385,1.1004059275199296,0.0026278399999999993,1.0360967032967032,"['Water', 'Bread', 'Butter']",['Sugar'],3,1
"Coffee, Sugar",Cookies,0.0484,0.2636165577342048,1.1002360506435926,0.004409439999999994,1.0326142011834318,"['Coffee', 'Sugar']",['Cookies'],2,1
Cookies,"Coffee, Sugar",0.0484,0.2020033388981636,1.1002360506435924,0.004409439999999994,1.0230619246861925,['Cookies'],"['Coffee', 'Sugar']",1,2
"Soda, Milk",Cookies,0.0292,0.26353790613718414,1.0999077885525215,0.0026523199999999997,1.0325039215686274,"['Soda', 'Milk']",['Cookies'],2,1
"Tea, Sugar",Bread,0.0224,0.380952380952381,1.0997470581766196,0.002031680000000001,1.0558153846153846,"['Tea', 'Sugar']",['Bread'],2,1
Rice,Bread,0.0416,0.38095238095238093,1.0997470581766193,0.003773119999999998,1.0558153846153846,['Rice'],['Bread'],1,1
"Tomato Sauce, Milk","Bread, Butter",0.0316,0.2958801498127341,1.0991090260502752,0.0028494400000000017,1.0378914893617022,"['Tomato Sauce', 'Milk']","['Bread', 'Butter']",2,2
"Jam, Cookies",Water,0.0256,0.4444444444444445,1.0990218705352237,0.0023065600000000026,1.07208,"['Jam', 'Cookies']",['Water'],2,1
"Soda, Water",Tea,0.026,0.2549019607843137,1.0987153482082488,0.002335999999999998,1.0307368421052632,"['Soda', 'Water']",['Tea'],2,1
"Sugar, Butter",Tea,0.0212,0.25480769230769235,1.0983090185676394,0.0018975999999999993,1.0306064516129032,"['Sugar', 'Butter']",['Tea'],2,1
Tea,Soda,0.07,0.3017241379310345,1.0979772122672289,0.006246399999999999,1.0385580246913582,['Tea'],['Soda'],1,1
Soda,Tea,0.07,0.2547307132459971,1.0979772122672289,0.006246399999999999,1.0305,['Soda'],['Tea'],1,1
Cheese,"Coffee, Milk",0.0568,0.20851688693098389,1.0974572996367573,0.005044000000000007,1.0233951762523192,['Cheese'],"['Coffee', 'Milk']",1,2
"Coffee, Milk",Cheese,0.0568,0.29894736842105263,1.097457299636757,0.005044000000000007,1.0378678678678679,"['Coffee', 'Milk']",['Cheese'],2,1
Soap,Baby Wipes,0.022,0.2330508474576271,1.0972262121357208,0.0019494400000000002,1.0269259668508288,['Soap'],['Baby Wipes'],1,1
"Coffee, Milk, Bread",Cheese,0.0208,0.2988505747126437,1.0971019629685894,0.0018409600000000026,1.0377245901639345,"['Coffee', 'Milk', 'Bread']",['Cheese'],3,1
Beer,"Coffee, Sugar",0.034,0.2014218009478673,1.0970686326136563,0.0030083199999999984,1.0223169139465875,['Beer'],"['Coffee', 'Sugar']",1,2
"Soda, Sugar",Jam,0.0204,0.27717391304347827,1.0964157952669233,0.001793920000000001,1.0337203007518796,"['Soda', 'Sugar']",['Jam'],2,1
"Jam, Milk",Tomato Sauce,0.0284,0.27626459143968873,1.0962880612686061,0.002494400000000001,1.0335268817204302,"['Jam', 'Milk']",['Tomato Sauce'],2,1
"Cheese, Cookies",Milk,0.028,0.45161290322580644,1.096147823363608,0.0024560000000000033,1.0722352941176472,"['Cheese', 'Cookies']",['Milk'],2,1
"Cheese, Pasta, Tomato Sauce",Yogurt,0.0272,0.2305084745762712,1.0955725977959656,0.002372799999999998,1.0261321585903083,"['Cheese', 'Pasta', 'Tomato Sauce']",['Yogurt'],3,1
Rice,Coffee,0.03,0.2747252747252747,1.0953958322379374,0.002612639999999996,1.0329878787878786,['Rice'],['Coffee'],1,1
"Bread, Baby Wipes",Water,0.034,0.4427083333333334,1.0947288163534457,0.0029420800000000066,1.0687401869158881,"['Bread', 'Baby Wipes']",['Water'],2,1
Beer,"Jam, Bread",0.034,0.2014218009478673,1.0946837008036265,0.0029408000000000004,1.0218160237388725,['Beer'],"['Jam', 'Bread']",1,2
Bagel,Yogurt,0.0244,0.23018867924528305,1.0940526580099004,0.0020976000000000015,1.0257058823529412,['Bagel'],['Yogurt'],1,1
"Sugar, Bread, Butter",Soda,0.0208,0.30057803468208094,1.093806530866379,0.0017838400000000018,1.0368561983471076,"['Sugar', 'Bread', 'Butter']",['Soda'],3,1
"Diapers, Milk",Water,0.0276,0.44230769230769235,1.093738111542266,0.0023654400000000034,1.0679724137931035,"['Diapers', 'Milk']",['Water'],2,1
"Soda, Water",Pasta,0.0228,0.2235294117647059,1.0935881201795787,0.0019512000000000036,1.0246363636363636,"['Soda', 'Water']",['Pasta'],2,1
"Eggs, Bread",Cookies,0.022,0.26190476190476186,1.0930916607043484,0.001873599999999996,1.0302193548387095,"['Eggs', 'Bread']",['Cookies'],2,1
Olive Oil,Cookies,0.022,0.26190476190476186,1.0930916607043484,0.001873599999999996,1.0302193548387095,['Olive Oil'],['Cookies'],1,1
"Tomato Sauce, Baby Wipes",Water,0.0228,0.4418604651162791,1.0926322084972282,0.001932960000000001,1.0671166666666667,"['Tomato Sauce', 'Baby Wipes']",['Water'],2,1
"Cheese, Pasta, Water",Milk,0.0216,0.45,1.092233009708738,0.0018240000000000027,1.069090909090909,"['Cheese', 'Pasta', 'Water']",['Milk'],3,1
"Coffee, Water",Yogurt,0.0216,0.2297872340425532,1.0921446484912223,0.0018224000000000018,1.025171270718232,"['Coffee', 'Water']",['Yogurt'],2,1
"Tea, Cookies, Milk",Bread,0.0236,0.3782051282051282,1.091816189968615,0.001984640000000003,1.0511505154639174,"['Tea', 'Cookies', 'Milk']",['Bread'],3,1
"Yogurt, Bread",Soda,0.0204,0.3,1.091703056768559,0.0017136000000000026,1.0360000000000003,"['Yogurt', 'Bread']",['Soda'],2,1
Olive Oil,Soda,0.0252,0.3,1.091703056768559,0.0021167999999999985,1.0360000000000003,['Olive Oil'],['Soda'],1,1
"Soda, Butter",Tea,0.024,0.25316455696202533,1.0912265386294195,0.002006400000000002,1.0283389830508476,"['Soda', 'Butter']",['Tea'],2,1
"Eggs, Butter",Cookies,0.0208,0.26130653266331655,1.0905948775597518,0.0017278399999999978,1.0293850340136055,"['Eggs', 'Butter']",['Cookies'],2,1
"Pasta, Tomato Sauce",Milk,0.078,0.44930875576036866,1.0905552324280794,0.006476800000000005,1.0677489539748954,"['Pasta', 'Tomato Sauce']",['Milk'],2,1
"Beer, Baby Wipes",Bread,0.0284,0.3776595744680851,1.0902412657854652,0.0023507200000000006,1.0502290598290598,"['Beer', 'Baby Wipes']",['Bread'],2,1
"Coffee, Sugar, Milk",Soda,0.0412,0.29941860465116277,1.0895873531701703,0.003387520000000005,1.0351402489626558,"['Coffee', 'Sugar', 'Milk']",['Soda'],3,1
Bagel,Bread,0.04,0.37735849056603776,1.0893720859296703,0.0032816000000000026,1.049721212121212,['Bagel'],['Bread'],1,1
"Soda, Water",Baby Wipes,0.0236,0.23137254901960785,1.0893246187363834,0.0019352000000000015,1.0246836734693878,"['Soda', 'Water']",['Baby Wipes'],2,1
"Cheese, Water",Tea,0.028,0.25270758122743686,1.0892568156355036,0.002294400000000002,1.0277101449275363,"['Cheese', 'Water']",['Tea'],2,1
"Eggs, Milk",Water,0.0412,0.44017094017094016,1.088454352549308,0.003348160000000003,1.063896183206107,"['Eggs', 'Milk']",['Water'],2,1
"Coffee, Bread",Cheese,0.0268,0.29646017699115046,1.0883266409366759,0.002175040000000003,1.034198742138365,"['Coffee', 'Bread']",['Cheese'],2,1
"Beer, Diapers",Soda,0.0256,0.2990654205607477,1.0883021126664765,0.0020771200000000017,1.0346186666666668,"['Beer', 'Diapers']",['Soda'],2,1
Soda,Cookies,0.0716,0.26055312954876275,1.0874504572152035,0.00575792,1.0283362204724409,['Soda'],['Cookies'],1,1
Cookies,Soda,0.0716,0.29883138564273787,1.0874504572152033,0.00575792,1.0342733333333334,['Cookies'],['Soda'],1,1
"Eggs, Milk",Pasta,0.0208,0.2222222222222222,1.0871928680147858,0.0016681599999999984,1.0229142857142857,"['Eggs', 'Milk']",['Pasta'],2,1
"Soda, Cookies",Cheese,0.0212,0.29608938547486036,1.086965438600809,0.0016961600000000021,1.0336539682539683,"['Soda', 'Cookies']",['Cheese'],2,1
Rice,Water,0.048,0.43956043956043955,1.0869447071227487,0.003839519999999999,1.0627372549019607,['Rice'],['Water'],1,1
"Soda, Tomato Sauce",Milk,0.0308,0.4476744186046512,1.0865883946714836,0.0024544000000000024,1.0645894736842108,"['Soda', 'Tomato Sauce']",['Milk'],2,1
"Jam, Baby Wipes",Water,0.0232,0.4393939393939394,1.086532985642778,0.0018476800000000008,1.0624216216216218,"['Jam', 'Baby Wipes']",['Water'],2,1
Cake,"Bread, Butter",0.0296,0.29249011857707513,1.0865160422625377,0.0023569600000000017,1.03291843575419,['Cake'],"['Bread', 'Butter']",1,2
"Tomato Sauce, Bread",Eggs,0.0216,0.24545454545454548,1.086082059533387,0.0017120000000000017,1.0257831325301205,"['Tomato Sauce', 'Bread']",['Eggs'],2,1
"Cheese, Pasta, Tomato Sauce",Milk,0.0528,0.44745762711864406,1.0860622017442818,0.004184000000000007,1.0641717791411045,"['Cheese', 'Pasta', 'Tomato Sauce']",['Milk'],3,1
"Cheese, Pasta",Yogurt,0.0276,0.22847682119205298,1.0859164505325711,0.002183679999999997,1.0234300429184549,"['Cheese', 'Pasta']",['Yogurt'],2,1
"Wine, Tomato Sauce",Milk,0.0204,0.4473684210526316,1.0858456821665816,0.001612800000000001,1.0640000000000003,"['Wine', 'Tomato Sauce']",['Milk'],2,1
"Eggs, Milk",Bread,0.0352,0.37606837606837606,1.0856477369179447,0.002776960000000002,1.0475506849315068,"['Eggs', 'Milk']",['Bread'],2,1
"Wine, Milk",Butter,0.026,0.3651685393258427,1.0855188446071424,0.0020483199999999993,1.045316814159292,"['Wine', 'Milk']",['Butter'],2,1
"Tea, Milk",Soda,0.0272,0.2982456140350877,1.0853188283664037,0.0021382399999999996,1.0334100000000002,"['Tea', 'Milk']",['Soda'],2,1
Juice,Pasta,0.0244,0.22181818181818183,1.0852161537093046,0.001916000000000001,1.0223831775700933,['Juice'],['Pasta'],1,1
"Cheese, Pasta",Milk,0.054,0.4470198675496688,1.0849996785186138,0.004230400000000002,1.0633293413173652,"['Cheese', 'Pasta']",['Milk'],2,1
"Sugar, Butter",Soda,0.0248,0.2980769230769231,1.0847049602508119,0.0019366399999999999,1.0331616438356166,"['Sugar', 'Butter']",['Soda'],2,1
Rice,Milk,0.0488,0.4468864468864469,1.0846758419573954,0.0038096000000000033,1.0630728476821192,['Rice'],['Milk'],1,1
"Cheese, Pasta",Eggs,0.0296,0.24503311258278146,1.0842173123131922,0.0022991999999999978,1.0252105263157896,"['Cheese', 'Pasta']",['Eggs'],2,1
"Pasta, Water, Tomato Sauce",Milk,0.0316,0.44632768361581926,1.083319620426746,0.0024304000000000027,1.062,"['Pasta', 'Water', 'Tomato Sauce']",['Milk'],3,1
"Coffee, Bread",Baby Wipes,0.0208,0.23008849557522124,1.0832791693748645,0.0015990399999999995,1.0229747126436781,"['Coffee', 'Bread']",['Baby Wipes'],2,1
"Cheese, Milk",Yogurt,0.0268,0.22789115646258504,1.0831328729210314,0.00205696,1.022653744493392,"['Cheese', 'Milk']",['Yogurt'],2,1
Yogurt,Baby Wipes,0.0484,0.2300380228136882,1.0830415386708485,0.003711039999999999,1.0229076543209876,['Yogurt'],['Baby Wipes'],1,1
Baby Wipes,Yogurt,0.0484,0.2278719397363465,1.0830415386708483,0.003711039999999999,1.0226282926829267,['Baby Wipes'],['Yogurt'],1,1
"Soda, Butter",Yogurt,0.0216,0.2278481012658228,1.0829282379554315,0.0016540800000000022,1.0225967213114753,"['Soda', 'Butter']",['Yogurt'],2,1
"Cookies, Bread",Milk,0.0348,0.4461538461538461,1.0828976848394325,0.0026639999999999997,1.0616666666666668,"['Cookies', 'Bread']",['Milk'],2,1
"Coffee, Sugar, Milk",Bread,0.0516,0.375,1.0825635103926097,0.003935359999999999,1.04576,"['Coffee', 'Sugar', 'Milk']",['Bread'],3,1
"Eggs, Milk",Cheese,0.0276,0.2948717948717949,1.0824955758876464,0.002103360000000002,1.031869090909091,"['Eggs', 'Milk']",['Cheese'],2,1
"Pasta, Tomato Sauce, Milk",Soda,0.0232,0.29743589743589743,1.0823722614115627,0.0017655999999999991,1.03221897810219,"['Pasta', 'Tomato Sauce', 'Milk']",['Soda'],3,1
"Milk, Butter",Tomato Sauce,0.0384,0.2727272727272727,1.0822510822510822,0.0029183999999999946,1.0285,"['Milk', 'Butter']",['Tomato Sauce'],2,1
"Soda, Bread",Tea,0.024,0.2510460251046025,1.0820949357957004,0.0018207999999999974,1.0254301675977653,"['Soda', 'Bread']",['Tea'],2,1
"Cheese, Pasta, Water, Tomato Sauce",Milk,0.0212,0.4453781512605042,1.0810149302439422,0.0015888000000000013,1.0601818181818183,"['Cheese', 'Pasta', 'Water', 'Tomato Sauce']",['Milk'],4,1
"Coffee, Sugar, Water",Butter,0.0256,0.36363636363636365,1.0809642200843153,0.001917440000000003,1.0428,"['Coffee', 'Sugar', 'Water']",['Butter'],3,1
"Eggs, Cookies",Butter,0.0208,0.3636363636363636,1.0809642200843153,0.0015579200000000008,1.0427999999999997,"['Eggs', 'Cookies']",['Butter'],2,1
Beer,Bread,0.0632,0.37440758293838866,1.0808532994757178,0.004727680000000005,1.044769696969697,['Beer'],['Bread'],1,1
"Sugar, Water",Baby Wipes,0.0236,0.22957198443579765,1.0808473843493298,0.0017652799999999975,1.0222888888888888,"['Sugar', 'Water']",['Baby Wipes'],2,1
"Coffee, Milk",Yogurt,0.0432,0.22736842105263158,1.08064838903342,0.0032239999999999977,1.0219618528610352,"['Coffee', 'Milk']",['Yogurt'],2,1
Yogurt,"Coffee, Milk",0.0432,0.20532319391634982,1.08064838903342,0.0032239999999999977,1.0192822966507178,['Yogurt'],"['Coffee', 'Milk']",1,2
"Wine, Butter",Milk,0.026,0.4452054794520548,1.0805958239127544,0.0019391999999999986,1.059851851851852,"['Wine', 'Butter']",['Milk'],2,1
"Cheese, Coffee",Bread,0.0268,0.3743016759776537,1.0805475634458825,0.0019977600000000047,1.044592857142857,"['Cheese', 'Coffee']",['Bread'],2,1
Baby Wipes,Water,0.0928,0.43691148775894534,1.0803943812041181,0.006905439999999999,1.0577377926421403,['Baby Wipes'],['Water'],1,1
Water,Baby Wipes,0.0928,0.2294757665677547,1.0803943812041181,0.006905439999999999,1.0221612323491656,['Water'],['Baby Wipes'],1,1
"Tea, Bread",Tomato Sauce,0.0208,0.27225130890052357,1.0803623369068396,0.0015471999999999986,1.0278273381294964,"['Tea', 'Bread']",['Tomato Sauce'],2,1
"Tea, Bread",Milk,0.034,0.4450261780104713,1.080160626239008,0.0025232000000000032,1.0595094339622644,"['Tea', 'Bread']",['Milk'],2,1
"Coffee, Pasta",Bread,0.022,0.37414965986394555,1.0801087178520368,0.00163168,1.0443391304347824,"['Coffee', 'Pasta']",['Bread'],2,1
"Coffee, Eggs",Bread,0.0208,0.37410071942446044,1.0799674348281192,0.0015401600000000022,1.0442574712643677,"['Coffee', 'Eggs']",['Bread'],2,1
"Eggs, Tea",Bread,0.0208,0.37410071942446044,1.0799674348281192,0.0015401600000000022,1.0442574712643677,"['Eggs', 'Tea']",['Bread'],2,1
"Cheese, Butter",Milk,0.0404,0.4449339207048458,1.079936700739917,0.0029903999999999972,1.0593333333333332,"['Cheese', 'Butter']",['Milk'],2,1
"Bread, Baby Wipes",Coffee,0.0208,0.27083333333333337,1.0798777246145668,0.0015385599999999978,1.0274742857142858,"['Bread', 'Baby Wipes']",['Coffee'],2,1
"Soda, Bread, Butter",Sugar,0.0208,0.2780748663101604,1.0794831766698771,0.001531519999999998,1.0283614814814814,"['Soda', 'Bread', 'Butter']",['Sugar'],3,1
Cake,Baby Wipes,0.0232,0.2292490118577075,1.0793267978234815,0.0017051199999999975,1.0218605128205127,['Cake'],['Baby Wipes'],1,1
"Coffee, Milk","Bread, Butter",0.0552,0.2905263157894737,1.0792210839133496,0.004052,1.0300593471810089,"['Coffee', 'Milk']","['Bread', 'Butter']",2,2
"Bread, Butter","Coffee, Milk",0.0552,0.2050520059435364,1.0792210839133494,0.004052,1.0189345794392524,"['Bread', 'Butter']","['Coffee', 'Milk']",2,2
"Cheese, Pasta, Tomato Sauce",Sugar,0.0328,0.2779661016949153,1.0790609537846092,0.0024032000000000046,1.028206572769953,"['Cheese', 'Pasta', 'Tomato Sauce']",['Sugar'],3,1
"Cookies, Bread, Butter",Milk,0.0272,0.4444444444444444,1.0787486515641855,0.0019856000000000006,1.0584,"['Cookies', 'Bread', 'Butter']",['Milk'],3,1
"Milk, Bread",Eggs,0.0352,0.24376731301939059,1.0786164292893388,0.002565600000000001,1.0234945054945055,"['Milk', 'Bread']",['Eggs'],2,1
"Beer, Baby Wipes",Water,0.0328,0.43617021276595747,1.0785613569880255,0.0023891200000000015,1.056347169811321,"['Beer', 'Baby Wipes']",['Water'],2,1
"Wine, Soda",Water,0.0204,0.4358974358974359,1.0778868345633925,0.0014740800000000026,1.0558363636363637,"['Wine', 'Soda']",['Water'],2,1
"Coffee, Butter",Cheese,0.0256,0.29357798165137616,1.0777458944617335,0.001846720000000003,1.0299792207792209,"['Coffee', 'Butter']",['Cheese'],2,1
"Water, Milk",Eggs,0.0412,0.2434988179669031,1.0774283980836419,0.0029607999999999995,1.02313125,"['Water', 'Milk']",['Eggs'],2,1
Beer,Coffee,0.0456,0.27014218009478674,1.0771219302024988,0.0032649599999999973,1.0265012987012987,['Beer'],['Coffee'],1,1
"Coffee, Sugar",Yogurt,0.0416,0.22657952069716772,1.076898862629124,0.002970559999999997,1.0209194366197183,"['Coffee', 'Sugar']",['Yogurt'],2,1
"Cheese, Milk",Soda,0.0348,0.29591836734693877,1.0768499539553813,0.002483520000000003,1.0299942028985507,"['Cheese', 'Milk']",['Soda'],2,1
Croissant,Cheese,0.044,0.29333333333333333,1.0768477728830153,0.003140000000000004,1.029622641509434,['Croissant'],['Cheese'],1,1
"Diapers, Water, Baby Wipes",Milk,0.0236,0.443609022556391,1.0767209285349297,0.0016816000000000018,1.056810810810811,"['Diapers', 'Water', 'Baby Wipes']",['Milk'],3,1
"Wine, Water",Tomato Sauce,0.0204,0.2712765957446809,1.0764944275582575,0.0014496000000000023,1.0264525547445256,"['Wine', 'Water']",['Tomato Sauce'],2,1
"Coffee, Sugar","Bread, Butter",0.0532,0.28976034858387795,1.0763757376815675,0.0037748799999999944,1.0289484662576687,"['Coffee', 'Sugar']","['Bread', 'Butter']",2,2
"Tea, Milk",Bread,0.034,0.37280701754385964,1.0762327296300798,0.0024083200000000055,1.0421034965034963,"['Tea', 'Milk']",['Bread'],2,1
"Soda, Water",Eggs,0.0248,0.24313725490196078,1.0758285615131007,0.0017479999999999996,1.0226424870466322,"['Soda', 'Water']",['Eggs'],2,1
Shampoo,Jam,0.026,0.2719665271966527,1.0758169588475186,0.001832319999999995,1.0263264367816092,['Shampoo'],['Jam'],1,1
"Milk, Bread, Butter",Pasta,0.0248,0.21985815602836878,1.0756269864401604,0.001743680000000001,1.0198145454545453,"['Milk', 'Bread', 'Butter']",['Pasta'],3,1
"Beer, Diapers",Eggs,0.0208,0.24299065420560748,1.0751798858655197,0.001454399999999998,1.0224444444444445,"['Beer', 'Diapers']",['Eggs'],2,1
"Sugar, Milk",Cookies,0.0416,0.25742574257425743,1.074397923932627,0.002880639999999997,1.0240053333333332,"['Sugar', 'Milk']",['Cookies'],2,1
"Pasta, Bread",Milk,0.0308,0.442528735632184,1.0740988728936505,0.002124800000000003,1.0547628865979384,"['Pasta', 'Bread']",['Milk'],2,1
"Soda, Bread",Eggs,0.0232,0.2426778242677824,1.073795682600807,0.0015943999999999958,1.0220220994475138,"['Soda', 'Bread']",['Eggs'],2,1
"Coffee, Water",Eggs,0.0228,0.24255319148936172,1.073244210129919,0.0015560000000000018,1.0218539325842697,"['Coffee', 'Water']",['Eggs'],2,1
"Eggs, Water",Tea,0.024,0.24896265560165975,1.0731148948347402,0.0016351999999999998,1.022585635359116,"['Eggs', 'Water']",['Tea'],2,1
Eggs,Bread,0.084,0.37168141592920356,1.072983302336038,0.005713600000000013,1.04023661971831,['Eggs'],['Bread'],1,1
Bread,Eggs,0.084,0.2424942263279446,1.072983302336038,0.005713600000000013,1.0217743902439025,['Bread'],['Eggs'],1,1
"Coffee, Sugar, Milk",Tomato Sauce,0.0372,0.2703488372093023,1.07281284606866,0.0025247999999999937,1.0251474103585658,"['Coffee', 'Sugar', 'Milk']",['Tomato Sauce'],3,1
